文件命名,上传人,状态,编导,上传类型
0617-9物-自产-自产主-李博-视觉锤-雅迪-A5-B2-有-20-瑞晨混-2,wangyadibj01,未同步,雅迪,新素材
0527-9物-自产-自产二-李博-视觉锤-雅迪-A5-B1-有-19-瑞晨混-4,wangyadibj01,未同步,雅迪,新素材
0429-9物-自产-自产二-李博-曲中雨-雅迪-A5-B2-无-15-2-瑞晨混-3,wangyadibj01,未同步,雅迪,新素材
0617-9物-自产-自产二-李博-视觉锤-雅迪-A5-B2-无-20-瑞晨混-5,wangyadibj01,未同步,雅迪,新素材
0617-9物-自产-自产主-李博-视觉锤-雅迪-A5-B2-有-16-瑞晨混-1,wangyadibj01,未同步,雅迪,新素材
0701-199双科-自产-自产主-李博-视觉锤-小敏-A2-B4-有-10,quminbj,未同步,小敏,新素材
0701-199双科-自产-自产主-李博-视觉锤-小敏-A2-B4-有-9,quminbj,未同步,小敏,新素材
0701-199双科-自产-自产主-李博-视觉锤-小敏-A2-B4-无-10,quminbj,未同步,小敏,新素材
0701-199双科-自产-自产主-李博-视觉锤-小敏-A2-B4-无-9,quminbj,未同步,小敏,新素材
0701-199双科-自产-自产二-李博-视觉锤-小敏-A2-B4-有-10,quminbj,未同步,小敏,新素材
0701-199双科-自产-自产二-李博-视觉锤-小敏-A2-B4-有-9,quminbj,未同步,小敏,新素材
0701-199双科-自产-自产二-李博-视觉锤-小敏-A2-B4-无-10,quminbj,未同步,小敏,新素材
0701-199双科-自产-自产二-李博-视觉锤-小敏-A2-B4-无-9,quminbj,未同步,小敏,新素材
0701-199双科-自产-自产主-李博-视觉锤-婷玉-A7-B1-有-7,wutingyubj,已投放,婷玉,新素材
0701-199双科-自产-自产主-李博-视觉锤-婷玉-A7-B1-无-7,wutingyubj,已投放,婷玉,新素材
0701-199双科-自产-自产主-李博-视觉锤-婷玉-A4-B2-有-8,wutingyubj,已投放,婷玉,新素材
0701-199双科-自产-自产主-李博-视觉锤-婷玉-A4-B2-无-8,wutingyubj,已投放,婷玉,新素材
0701-199双科-自产-自产二-李博-视觉锤-婷玉-A7-B1-有-7,wutingyubj,已投放,婷玉,新素材
0701-199双科-自产-自产二-李博-视觉锤-婷玉-A7-B1-无-7,wutingyubj,已投放,婷玉,新素材
0701-199双科-自产-自产二-李博-视觉锤-婷玉-A4-B2-有-8,wutingyubj,已投放,婷玉,新素材
0701-199双科-自产-自产二-李博-视觉锤-婷玉-A4-B2-无-8,wutingyubj,已投放,婷玉,新素材
0701-199双科-自产-自产主-李博-视觉锤-子衿-A5-B2-有-4,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产主-李博-视觉锤-子衿-A5-B2-无-4,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产主-李博-视觉锤-子衿-A3-B2-有-2,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产主-李博-视觉锤-子衿-A3-B2-有-2-2,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产主-李博-视觉锤-子衿-A3-B2-无-2,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产主-李博-视觉锤-子衿-A2-B1-有-3,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产主-李博-视觉锤-子衿-A2-B1-有-1,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产主-李博-视觉锤-子衿-A2-B1-有-1-1,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产主-李博-视觉锤-子衿-A2-B1-无-3,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产主-李博-视觉锤-子衿-A2-B1-无-1,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产二-李博-视觉锤-子衿-A5-B2-有-4,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产二-李博-视觉锤-子衿-A5-B2-无-4,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产二-李博-视觉锤-子衿-A3-B2-有-2,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产二-李博-视觉锤-子衿-A3-B2-有-2-2,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产二-李博-视觉锤-子衿-A3-B2-无-2,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产二-李博-视觉锤-子衿-A2-B1-有-3,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产二-李博-视觉锤-子衿-A2-B1-有-1,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产二-李博-视觉锤-子衿-A2-B1-无-3,jiazijinbj,已投放,子衿,新素材
0701-199双科-自产-自产二-李博-视觉锤-子衿-A2-B1-无-1,jiazijinbj,已投放,子衿,新素材
